Repeatid	Detected	Frequency
182202485	TRUE	0
182202494	TRUE	0
182202518	TRUE	0
182202521	TRUE	0
182202524	TRUE	0
182202551	TRUE	0
182202555	TRUE	0
182202616	TRUE	0
182202760	TRUE	0
182202821	TRUE	0.00279329608938548
182202875	TRUE	0
182203019	TRUE	0
182203161	TRUE	0
182203285	TRUE	0
182203305	TRUE	0
182203336	TRUE	0
182203361	TRUE	0
182203476	TRUE	0
182203539	TRUE	0
182203556	TRUE	0
182203580	TRUE	0
182203617	TRUE	0
182203636	TRUE	0
182203743	TRUE	0
182203749	TRUE	0
182203779	TRUE	0
182203828	TRUE	0
182203848	TRUE	0
182203856	TRUE	0
182203888	TRUE	0
182203912	TRUE	0
182203924	TRUE	0
182203949	TRUE	0
182203952	TRUE	0
182203987	TRUE	0
182203989	TRUE	0
182204003	TRUE	0
182204024	TRUE	0
182204089	TRUE	0
182204183	TRUE	0
182204187	TRUE	0
182204244	TRUE	0
182204253	TRUE	0
182204282	TRUE	0
182204305	TRUE	0
182204360	TRUE	0
182204390	TRUE	0
182204403	TRUE	0
182204522	TRUE	0
182204561	TRUE	0.184357541899441
182204634	TRUE	0
182204635	TRUE	0
182204637	TRUE	0
182204645	TRUE	0
182204680	TRUE	0
182204698	TRUE	0
182204702	TRUE	0
182204738	TRUE	0
182204752	TRUE	0
182204786	TRUE	0
182204842	TRUE	0
182204843	TRUE	0
182204973	TRUE	0
182205047	TRUE	0
182205065	TRUE	0
182205096	TRUE	0
182205101	TRUE	0
182205103	TRUE	0
182205108	TRUE	0
182205113	TRUE	0
182205144	TRUE	0
182205201	TRUE	0
182205211	TRUE	0
182205239	TRUE	0
182205281	TRUE	0
182205304	TRUE	0
182205320	TRUE	0
182205323	TRUE	0
182205347	TRUE	0
182205349	TRUE	0
182205353	TRUE	0
182205372	TRUE	0
182205373	TRUE	0
182205387	TRUE	0
182205390	TRUE	0
182205392	TRUE	0
182205402	TRUE	0
182205409	TRUE	0
182205410	TRUE	0
182205418	TRUE	0
182205420	TRUE	0
182205428	TRUE	0
182205437	TRUE	0
182205444	TRUE	0
182205456	TRUE	0
182205506	TRUE	0
182205589	TRUE	0
182205611	TRUE	0.00837988826815642
182205613	TRUE	0
182205659	TRUE	0
182205662	TRUE	0
182205714	TRUE	0
182205717	TRUE	0
182205720	TRUE	0
182205763	TRUE	0
182205773	TRUE	0
182205779	TRUE	0
182205811	TRUE	0
182205874	TRUE	0
182205889	TRUE	0
182205892	TRUE	0
182205917	TRUE	0
182205926	TRUE	0
182205937	TRUE	0
182205953	TRUE	0
182205993	TRUE	0.310055865921788
182206014	TRUE	0
182206105	TRUE	0
182206142	TRUE	0
182206143	TRUE	0
182206168	TRUE	0
182206315	TRUE	0
182206319	TRUE	0
182206458	TRUE	0
182206494	TRUE	0
182206526	TRUE	0
182206560	TRUE	0
182206619	TRUE	0
182206660	TRUE	0
182206747	TRUE	0
182206751	TRUE	0
182206764	TRUE	0
182206774	TRUE	0
182206870	TRUE	0
182206891	TRUE	0
182206918	TRUE	0
182206924	TRUE	0
182206925	TRUE	0
182207018	TRUE	0
182207147	TRUE	0
182207171	TRUE	0
182207307	TRUE	0
182207387	TRUE	0
182207415	TRUE	0
182207426	TRUE	0
182207433	TRUE	0
182207446	TRUE	0
182207496	TRUE	0
182207526	TRUE	0
182207533	TRUE	0
182207534	TRUE	0
182207584	TRUE	0
182207615	TRUE	0.00279329608938548
182207621	TRUE	0
182207674	TRUE	0
182207694	TRUE	0
182207706	TRUE	0
182207801	TRUE	0
182208020	TRUE	0
182208056	TRUE	0
182208113	TRUE	0
182208121	TRUE	0
182208125	TRUE	0
182208196	TRUE	0
182208200	TRUE	0
182208251	TRUE	0
182208266	TRUE	0.00837988826815642
182208312	TRUE	0.229050279329609
182208338	TRUE	0
182208340	TRUE	0
182208374	TRUE	0
182208468	TRUE	0
182208610	TRUE	0
182208762	TRUE	0.00837988826815642
182208770	TRUE	0.0614525139664804
182208818	TRUE	0
182208834	TRUE	0
182208870	TRUE	0
182208894	TRUE	0
182208954	TRUE	0
182209042	TRUE	0
182209069	TRUE	0
182209079	TRUE	0
182209086	TRUE	0
182209125	TRUE	0
182209220	TRUE	0
182209229	TRUE	0
182209234	TRUE	0
182209286	TRUE	0
182209309	TRUE	0
182209311	TRUE	0
182209325	TRUE	0
182209352	TRUE	0
182209446	TRUE	0
182209469	TRUE	0
182209501	TRUE	0
182209533	TRUE	0
182209562	TRUE	0
182209637	TRUE	0.0195530726256983
182209666	TRUE	0
182209674	TRUE	0
182209675	TRUE	0
182209706	TRUE	0
182209719	TRUE	0.0111731843575419
182209745	TRUE	0
182209823	TRUE	0
182209901	TRUE	0
182210014	TRUE	0
182210016	TRUE	0.11731843575419
182210024	TRUE	0
182210154	TRUE	0
182210236	TRUE	0
182210247	TRUE	0
182210324	TRUE	0
182210387	TRUE	0
182210430	TRUE	0
182210437	TRUE	0
182210442	TRUE	0
182210461	TRUE	0
182210464	TRUE	0
182210492	TRUE	0.0279329608938548
182210498	TRUE	0
182210504	TRUE	0
182210513	TRUE	0
182210524	TRUE	0
182210537	TRUE	0
182210606	TRUE	0
182210675	TRUE	0
182210717	TRUE	0
182210739	TRUE	0
182210814	TRUE	0
182210820	TRUE	0
182210848	TRUE	0
182210872	TRUE	0
182210943	TRUE	0
182210953	TRUE	0
182211056	TRUE	0
182211120	TRUE	0
182211178	TRUE	0
182211261	TRUE	0
182211308	TRUE	0
182211385	TRUE	0
182211422	TRUE	0
182211700	TRUE	0
182211798	TRUE	0.00558659217877095
182211874	TRUE	0
182211957	TRUE	0
182212003	TRUE	0
182212034	TRUE	0
182212046	TRUE	0
182212054	TRUE	0
182212066	TRUE	0
182212083	TRUE	0
182212204	TRUE	0
182212249	TRUE	0
182212267	TRUE	0
182212286	TRUE	0
182212325	TRUE	0
182212338	TRUE	0
182212359	TRUE	0
182212369	TRUE	0
182212378	TRUE	0
182212454	TRUE	0
182212485	TRUE	0
182212525	TRUE	0
182212546	TRUE	0.0363128491620112
182212596	TRUE	0
182212622	TRUE	0.0167597765363129
182212630	TRUE	0
182212684	TRUE	0
182212787	TRUE	0.00558659217877095
182212795	TRUE	0
182212876	TRUE	0
182212891	TRUE	0
182212895	TRUE	0
182212900	TRUE	0
182212925	TRUE	0
182212949	TRUE	0
182212967	TRUE	0
182212975	TRUE	0
182213034	TRUE	0
182213038	TRUE	0
182213058	TRUE	0
182213113	TRUE	0
182213141	TRUE	0
182213167	TRUE	0
182213187	TRUE	0
182213246	TRUE	0
182213262	TRUE	0.00837988826815642
182213264	TRUE	0
182213310	TRUE	0
182213355	TRUE	0
182213374	TRUE	0
182213420	TRUE	0
182213427	TRUE	0
182213463	TRUE	0.00279329608938548
182213503	TRUE	0
182213581	TRUE	0
182213619	TRUE	0
182213635	TRUE	0
182213650	TRUE	0
182213708	TRUE	0
182213731	TRUE	0
182213733	TRUE	0
182213737	TRUE	0
182213828	TRUE	0
182213831	TRUE	0
182213849	TRUE	0
182213869	TRUE	0
182213881	TRUE	0
182213884	TRUE	0
182213885	TRUE	0
182213890	TRUE	0
182214035	TRUE	0
182214037	TRUE	0
182214044	TRUE	0
182214097	TRUE	0
182214103	TRUE	0
182214105	TRUE	0
182214255	TRUE	0
182214312	TRUE	0
182214324	TRUE	0
182214365	TRUE	0
182214455	TRUE	0.217877094972067
182214464	TRUE	0
182214535	TRUE	0
182214583	TRUE	0
182214629	TRUE	0
182214646	TRUE	0
182214704	TRUE	0
182214745	TRUE	0
182214746	TRUE	0.00558659217877095
182214833	TRUE	0
182214862	TRUE	0
182214887	TRUE	0
182214912	TRUE	0
182215021	TRUE	0
182215024	TRUE	0
182215055	TRUE	0
182215132	TRUE	0
182215147	TRUE	0
182215156	TRUE	0
182215162	TRUE	0.00279329608938548
182215168	TRUE	0
182215177	TRUE	0
182215217	TRUE	0
182215329	TRUE	0
182215388	TRUE	0
182215439	TRUE	0
182215505	TRUE	0
182215510	TRUE	0
182215572	TRUE	0
182215586	TRUE	0.0391061452513967
182215632	TRUE	0
182215724	TRUE	0
182215780	TRUE	0
182215807	TRUE	0
182215836	TRUE	0
182215837	TRUE	0
182215849	TRUE	0
182215895	TRUE	0
182215920	TRUE	0
182215921	TRUE	0
182215978	TRUE	0
182215997	TRUE	0.00558659217877095
182216020	TRUE	0.00279329608938548
182216057	TRUE	0
182216178	TRUE	0
182216213	TRUE	0
182216258	TRUE	0
182216259	TRUE	0
182216295	TRUE	0
182216327	TRUE	0
182216390	TRUE	0
182216405	TRUE	0
182216434	TRUE	0
182216443	TRUE	0
182216455	TRUE	0.00558659217877095
182216556	TRUE	0
182216583	TRUE	0
182216636	TRUE	0
182216811	TRUE	0
182216928	TRUE	0
182216948	TRUE	0
182216950	TRUE	0
182216958	TRUE	0
182216967	TRUE	0
182217005	TRUE	0
182217015	TRUE	0
182217027	TRUE	0
182217029	TRUE	0
182217038	TRUE	0
182217048	TRUE	0.00279329608938548
182217076	TRUE	0
182217084	TRUE	0
182217108	TRUE	0
182217152	TRUE	0
182217216	TRUE	0
182217227	TRUE	0
182217281	TRUE	0
182217386	TRUE	0
182217405	TRUE	0
182217421	TRUE	0
182217433	TRUE	0
182217435	TRUE	0
182217477	TRUE	0
182217501	TRUE	0
182217509	TRUE	0
182217533	TRUE	0
182217552	TRUE	0
182217579	TRUE	0.00279329608938548
182217589	TRUE	0
182217601	TRUE	0
182217691	TRUE	0
182217704	TRUE	0
182217721	TRUE	0
182217751	TRUE	0
182217829	TRUE	0
182217831	TRUE	0
182217887	TRUE	0.00837988826815642
182218007	TRUE	0
182218060	TRUE	0
182218061	TRUE	0
182218118	TRUE	0.0670391061452514
182218175	TRUE	0
182218246	TRUE	0
182218286	TRUE	0
182218294	TRUE	0
182218297	TRUE	0
182218310	TRUE	0
182218335	TRUE	0.00279329608938548
182218341	TRUE	0
182218342	TRUE	0
182218348	TRUE	0
182218421	TRUE	0
182218455	TRUE	0.0558659217877095
182218464	TRUE	0.0111731843575419
182218470	TRUE	0
182218481	TRUE	0
182218482	TRUE	0
182218498	TRUE	0
182218501	TRUE	0
182218508	TRUE	0
182218513	TRUE	0
182218518	TRUE	0
182218530	TRUE	0
182218536	TRUE	0
182218540	TRUE	0
182218542	TRUE	0
182218560	TRUE	0
182218580	TRUE	0
182218584	TRUE	0
182218601	TRUE	0
182218638	TRUE	0
182218664	TRUE	0
182218679	TRUE	0
182218690	TRUE	0
182218712	TRUE	0
182218873	TRUE	0
182218899	TRUE	0
182218903	TRUE	0
182218904	TRUE	0
182218913	TRUE	0
182218914	TRUE	0
182218933	TRUE	0
182218949	TRUE	0
182218951	TRUE	0
182218956	TRUE	0
182218958	TRUE	0
182218962	TRUE	0
182218980	TRUE	0
182218990	TRUE	0
182219012	TRUE	0
182219013	TRUE	0
182219028	TRUE	0.00279329608938548
182219033	TRUE	1
182219034	TRUE	0
182219044	TRUE	0
182219063	TRUE	0.00279329608938548
182219077	TRUE	0
182219081	TRUE	0
182219082	TRUE	0
182219087	TRUE	0
182219094	TRUE	0
182219130	TRUE	0
182219132	TRUE	0
182219144	TRUE	0
182219147	TRUE	0.00279329608938548
182219151	TRUE	0
182219153	TRUE	0
182219163	TRUE	0
182219174	TRUE	0
182219176	TRUE	0
182219178	TRUE	0.00279329608938548
182219207	TRUE	0
182219226	TRUE	0.396648044692737
182219228	TRUE	0.0195530726256983
182219275	TRUE	0
182219287	TRUE	0
182219309	TRUE	0
182219316	TRUE	0
182219335	TRUE	0
182219339	TRUE	0
182219346	TRUE	0
182219347	TRUE	0.187150837988827
182219360	TRUE	0
182219376	TRUE	0
182219379	TRUE	0
182219417	TRUE	0
182219432	TRUE	0
182219433	TRUE	0.0810055865921788
182219435	TRUE	0
182219436	TRUE	0.0335195530726257
182219443	TRUE	0
182219452	TRUE	0
182219471	TRUE	0
182219478	TRUE	0
182219481	TRUE	0
182219489	TRUE	0
182219494	TRUE	0
182219502	TRUE	0
182219528	TRUE	0
182219578	TRUE	0.377094972067039
182219585	TRUE	0
182219589	TRUE	0
182219600	TRUE	0
182219602	TRUE	0
182219605	TRUE	0
182219626	TRUE	0
182219644	TRUE	0
182219680	TRUE	0
182219702	TRUE	0.00279329608938548
182219705	TRUE	0
182219712	TRUE	0
182219724	TRUE	0
182219742	TRUE	0
182219748	TRUE	0
182219757	TRUE	0
182219789	TRUE	0
182219801	TRUE	0
182219841	TRUE	0
182219863	TRUE	0
182219874	TRUE	0
182219881	TRUE	0
182219924	TRUE	0
182219935	TRUE	0
182219943	TRUE	0
182219945	TRUE	0
182219960	TRUE	0
182219991	TRUE	0
182220004	TRUE	0
182220025	TRUE	0
182220041	TRUE	0
182220058	TRUE	0
182220121	TRUE	0
182220156	TRUE	0
182220173	TRUE	0
182220178	TRUE	0
182220206	TRUE	0
182220221	TRUE	0
182220253	TRUE	0
182220265	TRUE	0.245810055865922
182220279	TRUE	0
182220311	TRUE	0
182220361	TRUE	0
